ID;SKU;Permalink;_cost;_reference;_sref1;_sref2;"Regular Price";"Tax Class";Title
6175;PAPP-CAS-220-cascade-4-vasques-o-1300-h-2200-600-litres-noir;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/cascade-de-2-a-4-vasques/?attribute_pa_dimensions=cascade-4-vasques-o-1300-h-2200-600-litres&attribute_pa_color=noir;679,2357;PAPCAS220;NOIR;;985.616982;standard;"CASCADE DE 2 A 4 VASQUES - Cascade 4 vasques - ø 1300 - H 2200 - 600 Litres, Noir"
6176;PAPP-CAS-220-cascade-4-vasques-o-1300-h-2200-600-litres-orange-or548;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/cascade-de-2-a-4-vasques/?attribute_pa_dimensions=cascade-4-vasques-o-1300-h-2200-600-litres&attribute_pa_color=orange-or548;679,2357;PAPCAS220;OR548;;985.616982;standard;"CASCADE DE 2 A 4 VASQUES - Cascade 4 vasques - ø 1300 - H 2200 - 600 Litres, Orange OR548"
6177;PAPP-CAS-220-cascade-4-vasques-o-1300-h-2200-600-litres-rouge-r701;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/cascade-de-2-a-4-vasques/?attribute_pa_dimensions=cascade-4-vasques-o-1300-h-2200-600-litres&attribute_pa_color=rouge-r701;679,2357;PAPCAS220;R701;;985.616982;standard;"CASCADE DE 2 A 4 VASQUES - Cascade 4 vasques - ø 1300 - H 2200 - 600 Litres, Rouge R701"
6178;PAPP-CAS-220-cascade-4-vasques-o-1300-h-2200-600-litres-sable;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/cascade-de-2-a-4-vasques/?attribute_pa_dimensions=cascade-4-vasques-o-1300-h-2200-600-litres&attribute_pa_color=sable;679,2357;PAPCAS220;SABLE;;985.616982;standard;"CASCADE DE 2 A 4 VASQUES - Cascade 4 vasques - ø 1300 - H 2200 - 600 Litres, Sable"
6179;PAPP-CAS-220-cascade-4-vasques-o-1300-h-2200-600-litres-taupe-g1519;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/cascade-de-2-a-4-vasques/?attribute_pa_dimensions=cascade-4-vasques-o-1300-h-2200-600-litres&attribute_pa_color=taupe-g1519;679,2357;PAPCAS220;G1519;;985.616982;standard;"CASCADE DE 2 A 4 VASQUES - Cascade 4 vasques - ø 1300 - H 2200 - 600 Litres, Taupe G1519"
6180;PAPP-CAS-220-cascade-4-vasques-o-1300-h-2200-600-litres-terre-cuite;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/cascade-de-2-a-4-vasques/?attribute_pa_dimensions=cascade-4-vasques-o-1300-h-2200-600-litres&attribute_pa_color=terre-cuite;679,2357;PAPCAS220;TC;;985.616982;standard;"CASCADE DE 2 A 4 VASQUES - Cascade 4 vasques - ø 1300 - H 2200 - 600 Litres, Terre cuite TC"
6181;PAPP-CAS-220-cascade-4-vasques-o-1300-h-2200-600-litres-terre-cuite-vieillie;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/cascade-de-2-a-4-vasques/?attribute_pa_dimensions=cascade-4-vasques-o-1300-h-2200-600-litres&attribute_pa_color=terre-cuite-vieillie;679,2357;PAPCAS220;TCV;;985.616982;standard;"CASCADE DE 2 A 4 VASQUES - Cascade 4 vasques - ø 1300 - H 2200 - 600 Litres, Terre cuite vieillie TCV"
6182;PAPP-CAS-220-cascade-4-vasques-o-1300-h-2200-600-litres-vert-anis-v1318;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/cascade-de-2-a-4-vasques/?attribute_pa_dimensions=cascade-4-vasques-o-1300-h-2200-600-litres&attribute_pa_color=vert-anis-v1318;679,2357;PAPCAS220;V1318;;985.616982;standard;"CASCADE DE 2 A 4 VASQUES - Cascade 4 vasques - ø 1300 - H 2200 - 600 Litres, Vert anis V1318"
6183;PAPP-CAS-220-cascade-4-vasques-o-1300-h-2200-600-litres-vert-olive-v712;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/cascade-de-2-a-4-vasques/?attribute_pa_dimensions=cascade-4-vasques-o-1300-h-2200-600-litres&attribute_pa_color=vert-olive-v712;679,2357;PAPCAS220;V712;;985.616982;standard;"CASCADE DE 2 A 4 VASQUES - Cascade 4 vasques - ø 1300 - H 2200 - 600 Litres, Vert olive G712"
6184;PAPP-CAS-220-cascade-4-vasques-o-1300-h-2200-600-litres-vert-sapin-v414;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/cascade-de-2-a-4-vasques/?attribute_pa_dimensions=cascade-4-vasques-o-1300-h-2200-600-litres&attribute_pa_color=vert-sapin-v414;679,2357;PAPCAS220;V414;;985.616982;standard;"CASCADE DE 2 A 4 VASQUES - Cascade 4 vasques - ø 1300 - H 2200 - 600 Litres, Vert sapin V414"
6185;PAPPCD;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/;377,11245;PAPPCD1030;VL714;;;standard;"POT CARRE DECO LISSE"
6186;PAPPCD1030-1030-x-h-1200-aubergine-vl714;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1030-x-h-1200&attribute_pa_color=aubergine-vl714;377,11245;PAPPCD1030;VL714;;594.861687;standard;"POT CARRE DECO LISSE - 1030 x H 1200, Aubergine VL714"
6187;PAPPCD1030-1030-x-h-1200-bleu-azur-bl314;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1030-x-h-1200&attribute_pa_color=bleu-azur-bl314;377,11245;PAPPCD1030;BL314;;594.861687;standard;"POT CARRE DECO LISSE - 1030 x H 1200, Bleu azur BL314"
6188;PAPPCD1030-1030-x-h-1200-bleu-canard-bl1984;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1030-x-h-1200&attribute_pa_color=bleu-canard-bl1984;377,11245;PAPPCD1030;BL1984;;594.861687;standard;"POT CARRE DECO LISSE - 1030 x H 1200, Bleu canard BL1984"
6189;PAPPCD1030-1030-x-h-1200-bleu-cobalt-bl102;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1030-x-h-1200&attribute_pa_color=bleu-cobalt-bl102;377,11245;PAPPCD1030;BL102;;594.861687;standard;"POT CARRE DECO LISSE - 1030 x H 1200, Bleu cobalt BL102"
6190;PAPPCD1030-1030-x-h-1200-bordeaux-r747;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1030-x-h-1200&attribute_pa_color=bordeaux-r747;377,11245;PAPPCD1030;R747;;594.861687;standard;"POT CARRE DECO LISSE - 1030 x H 1200, Bordeaux R747"
6191;PAPPCD1030-1030-x-h-1200-chocolat-br350;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1030-x-h-1200&attribute_pa_color=chocolat-br350;377,11245;PAPPCD1030;BR350;;594.861687;standard;"POT CARRE DECO LISSE - 1030 x H 1200, Chocolat BR350"
6192;PAPPCD1030-1030-x-h-1200-fuchsia-r615;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1030-x-h-1200&attribute_pa_color=fuchsia-r615;377,11245;PAPPCD1030;R615;;594.861687;standard;"POT CARRE DECO LISSE - 1030 x H 1200, Fuchsia R615"
6193;PAPPCD1030-1030-x-h-1200-gris-anthracite-g932;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1030-x-h-1200&attribute_pa_color=gris-anthracite-g932;377,11245;PAPPCD1030;G932;;594.861687;standard;"POT CARRE DECO LISSE - 1030 x H 1200, Gris Anthracite G932"
6194;PAPPCD1030-1030-x-h-1200-gris-sourie-g587;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1030-x-h-1200&attribute_pa_color=gris-sourie-g587;377,11245;PAPPCD1030;G587;;594.861687;standard;"POT CARRE DECO LISSE - 1030 x H 1200, Gris souris G587"
6195;PAPPCD1030-1030-x-h-1200-ivoire-b715;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1030-x-h-1200&attribute_pa_color=ivoire-b715;377,11245;PAPPCD1030;B715;;594.861687;standard;"POT CARRE DECO LISSE - 1030 x H 1200, Ivoire B715"
6196;PAPPCD1030-1030-x-h-1200-jaune-moutarde-j713;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1030-x-h-1200&attribute_pa_color=jaune-moutarde-j713;377,11245;PAPPCD1030;J713;;594.861687;standard;"POT CARRE DECO LISSE - 1030 x H 1200, Jaune Moutarde J713"
6197;PAPPCD1030-1030-x-h-1200-noir;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1030-x-h-1200&attribute_pa_color=noir;377,11245;PAPPCD1030;NOIR;;594.861687;standard;"POT CARRE DECO LISSE - 1030 x H 1200, Noir"
6198;PAPPCD1030-1030-x-h-1200-orange-or548;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1030-x-h-1200&attribute_pa_color=orange-or548;377,11245;PAPPCD1030;OR548;;594.861687;standard;"POT CARRE DECO LISSE - 1030 x H 1200, Orange OR548"
6199;PAPPCD1030-1030-x-h-1200-rouge-r701;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1030-x-h-1200&attribute_pa_color=rouge-r701;377,11245;PAPPCD1030;R701;;594.861687;standard;"POT CARRE DECO LISSE - 1030 x H 1200, Rouge R701"
6200;PAPPCD1030-1030-x-h-1200-sable;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1030-x-h-1200&attribute_pa_color=sable;377,11245;PAPPCD1030;SABLE;;594.861687;standard;"POT CARRE DECO LISSE - 1030 x H 1200, Sable"
6201;PAPPCD1030-1030-x-h-1200-taupe-g1519;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1030-x-h-1200&attribute_pa_color=taupe-g1519;377,11245;PAPPCD1030;G1519;;594.861687;standard;"POT CARRE DECO LISSE - 1030 x H 1200, Taupe G1519"
6202;PAPPCD1030-1030-x-h-1200-terre-cuite;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1030-x-h-1200&attribute_pa_color=terre-cuite;377,11245;PAPPCD1030;TC;;594.861687;standard;"POT CARRE DECO LISSE - 1030 x H 1200, Terre cuite TC"
6203;PAPPCD1030-1030-x-h-1200-terre-cuite-vieillie;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1030-x-h-1200&attribute_pa_color=terre-cuite-vieillie;377,11245;PAPPCD1030;TCV;;594.861687;standard;"POT CARRE DECO LISSE - 1030 x H 1200, Terre cuite vieillie TCV"
6204;PAPPCD1030-1030-x-h-1200-vert-anis-v1318;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1030-x-h-1200&attribute_pa_color=vert-anis-v1318;377,11245;PAPPCD1030;V1318;;594.861687;standard;"POT CARRE DECO LISSE - 1030 x H 1200, Vert anis V1318"
6205;PAPPCD1030-1030-x-h-1200-vert-olive-v712;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1030-x-h-1200&attribute_pa_color=vert-olive-v712;377,11245;PAPPCD1030;V712;;594.861687;standard;"POT CARRE DECO LISSE - 1030 x H 1200, Vert olive G712"
6206;PAPPCD1030-1030-x-h-1200-vert-sapin-v414;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1030-x-h-1200&attribute_pa_color=vert-sapin-v414;377,11245;PAPPCD1030;V414;;594.861687;standard;"POT CARRE DECO LISSE - 1030 x H 1200, Vert sapin V414"
6207;PAPPCD1230-1270-x-h-1400-aubergine-vl714;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1270-x-h-1400&attribute_pa_color=aubergine-vl714;523,094;PAPPCD1230;VL714;;798.95844;standard;"POT CARRE DECO LISSE - 1270 x H 1400, Aubergine VL714"
6208;PAPPCD1230-1270-x-h-1400-bleu-azur-bl314;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1270-x-h-1400&attribute_pa_color=bleu-azur-bl314;523,094;PAPPCD1230;BL314;;798.95844;standard;"POT CARRE DECO LISSE - 1270 x H 1400, Bleu azur BL314"
6209;PAPPCD1230-1270-x-h-1400-bleu-canard-bl1984;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1270-x-h-1400&attribute_pa_color=bleu-canard-bl1984;523,094;PAPPCD1230;BL1984;;798.95844;standard;"POT CARRE DECO LISSE - 1270 x H 1400, Bleu canard BL1984"
6210;PAPPCD1230-1270-x-h-1400-bleu-cobalt-bl102;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1270-x-h-1400&attribute_pa_color=bleu-cobalt-bl102;523,094;PAPPCD1230;BL102;;798.95844;standard;"POT CARRE DECO LISSE - 1270 x H 1400, Bleu cobalt BL102"
6211;PAPPCD1230-1270-x-h-1400-bordeaux-r747;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1270-x-h-1400&attribute_pa_color=bordeaux-r747;523,094;PAPPCD1230;R747;;798.95844;standard;"POT CARRE DECO LISSE - 1270 x H 1400, Bordeaux R747"
6212;PAPPCD1230-1270-x-h-1400-chocolat-br350;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1270-x-h-1400&attribute_pa_color=chocolat-br350;523,094;PAPPCD1230;BR350;;798.95844;standard;"POT CARRE DECO LISSE - 1270 x H 1400, Chocolat BR350"
6213;PAPPCD1230-1270-x-h-1400-fuchsia-r615;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1270-x-h-1400&attribute_pa_color=fuchsia-r615;523,094;PAPPCD1230;R615;;798.95844;standard;"POT CARRE DECO LISSE - 1270 x H 1400, Fuchsia R615"
6214;PAPPCD1230-1270-x-h-1400-gris-anthracite-g932;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1270-x-h-1400&attribute_pa_color=gris-anthracite-g932;523,094;PAPPCD1230;G932;;798.95844;standard;"POT CARRE DECO LISSE - 1270 x H 1400, Gris Anthracite G932"
6215;PAPPCD1230-1270-x-h-1400-gris-sourie-g587;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1270-x-h-1400&attribute_pa_color=gris-sourie-g587;523,094;PAPPCD1230;G587;;798.95844;standard;"POT CARRE DECO LISSE - 1270 x H 1400, Gris souris G587"
6216;PAPPCD1230-1270-x-h-1400-ivoire-b715;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1270-x-h-1400&attribute_pa_color=ivoire-b715;523,094;PAPPCD1230;B715;;798.95844;standard;"POT CARRE DECO LISSE - 1270 x H 1400, Ivoire B715"
6217;PAPPCD1230-1270-x-h-1400-jaune-moutarde-j713;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1270-x-h-1400&attribute_pa_color=jaune-moutarde-j713;523,094;PAPPCD1230;J713;;798.95844;standard;"POT CARRE DECO LISSE - 1270 x H 1400, Jaune Moutarde J713"
6218;PAPPCD1230-1270-x-h-1400-noir;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1270-x-h-1400&attribute_pa_color=noir;523,094;PAPPCD1230;NOIR;;798.95844;standard;"POT CARRE DECO LISSE - 1270 x H 1400, Noir"
6219;PAPPCD1230-1270-x-h-1400-orange-or548;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1270-x-h-1400&attribute_pa_color=orange-or548;523,094;PAPPCD1230;OR548;;798.95844;standard;"POT CARRE DECO LISSE - 1270 x H 1400, Orange OR548"
6220;PAPPCD1230-1270-x-h-1400-rouge-r701;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1270-x-h-1400&attribute_pa_color=rouge-r701;523,094;PAPPCD1230;R701;;798.95844;standard;"POT CARRE DECO LISSE - 1270 x H 1400, Rouge R701"
6221;PAPPCD1230-1270-x-h-1400-sable;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1270-x-h-1400&attribute_pa_color=sable;523,094;PAPPCD1230;SABLE;;798.95844;standard;"POT CARRE DECO LISSE - 1270 x H 1400, Sable"
6222;PAPPCD1230-1270-x-h-1400-taupe-g1519;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1270-x-h-1400&attribute_pa_color=taupe-g1519;523,094;PAPPCD1230;G1519;;798.95844;standard;"POT CARRE DECO LISSE - 1270 x H 1400, Taupe G1519"
6223;PAPPCD1230-1270-x-h-1400-terre-cuite;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1270-x-h-1400&attribute_pa_color=terre-cuite;523,094;PAPPCD1230;TC;;798.95844;standard;"POT CARRE DECO LISSE - 1270 x H 1400, Terre cuite TC"
6224;PAPPCD1230-1270-x-h-1400-terre-cuite-vieillie;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1270-x-h-1400&attribute_pa_color=terre-cuite-vieillie;523,094;PAPPCD1230;TCV;;798.95844;standard;"POT CARRE DECO LISSE - 1270 x H 1400, Terre cuite vieillie TCV"
6225;PAPPCD1230-1270-x-h-1400-vert-anis-v1318;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1270-x-h-1400&attribute_pa_color=vert-anis-v1318;523,094;PAPPCD1230;V1318;;798.95844;standard;"POT CARRE DECO LISSE - 1270 x H 1400, Vert anis V1318"
6226;PAPPCD1230-1270-x-h-1400-vert-olive-v712;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1270-x-h-1400&attribute_pa_color=vert-olive-v712;523,094;PAPPCD1230;V712;;798.95844;standard;"POT CARRE DECO LISSE - 1270 x H 1400, Vert olive G712"
6227;PAPPCD1230-1270-x-h-1400-vert-sapin-v414;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=1270-x-h-1400&attribute_pa_color=vert-sapin-v414;523,094;PAPPCD1230;V414;;798.95844;standard;"POT CARRE DECO LISSE - 1270 x H 1400, Vert sapin V414"
6228;PAPPCD630-630-x-h-735-aubergine-vl714;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=630-x-h-735&attribute_pa_color=aubergine-vl714;125,23225;PAPPCD630;VL714;;253.552635;standard;"POT CARRE DECO LISSE - 630 x H 735, Aubergine VL714"
6229;PAPPCD630-630-x-h-735-bleu-azur-bl314;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=630-x-h-735&attribute_pa_color=bleu-azur-bl314;125,23225;PAPPCD630;BL314;;253.552635;standard;"POT CARRE DECO LISSE - 630 x H 735, Bleu azur BL314"
6230;PAPPCD630-630-x-h-735-bleu-canard-bl1984;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=630-x-h-735&attribute_pa_color=bleu-canard-bl1984;125,23225;PAPPCD630;BL1984;;253.552635;standard;"POT CARRE DECO LISSE - 630 x H 735, Bleu canard BL1984"
6231;PAPPCD630-630-x-h-735-bleu-cobalt-bl102;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=630-x-h-735&attribute_pa_color=bleu-cobalt-bl102;125,23225;PAPPCD630;BL102;;253.552635;standard;"POT CARRE DECO LISSE - 630 x H 735, Bleu cobalt BL102"
6232;PAPPCD630-630-x-h-735-bordeaux-r747;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=630-x-h-735&attribute_pa_color=bordeaux-r747;125,23225;PAPPCD630;R747;;253.552635;standard;"POT CARRE DECO LISSE - 630 x H 735, Bordeaux R747"
6233;PAPPCD630-630-x-h-735-chocolat-br350;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=630-x-h-735&attribute_pa_color=chocolat-br350;125,23225;PAPPCD630;BR350;;253.552635;standard;"POT CARRE DECO LISSE - 630 x H 735, Chocolat BR350"
6234;PAPPCD630-630-x-h-735-fuchsia-r615;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=630-x-h-735&attribute_pa_color=fuchsia-r615;125,23225;PAPPCD630;R615;;253.552635;standard;"POT CARRE DECO LISSE - 630 x H 735, Fuchsia R615"
6235;PAPPCD630-630-x-h-735-gris-anthracite-g932;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=630-x-h-735&attribute_pa_color=gris-anthracite-g932;125,23225;PAPPCD630;G932;;253.552635;standard;"POT CARRE DECO LISSE - 630 x H 735, Gris Anthracite G932"
6236;PAPPCD630-630-x-h-735-gris-sourie-g587;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=630-x-h-735&attribute_pa_color=gris-sourie-g587;125,23225;PAPPCD630;G587;;253.552635;standard;"POT CARRE DECO LISSE - 630 x H 735, Gris souris G587"
6237;PAPPCD630-630-x-h-735-ivoire-b715;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=630-x-h-735&attribute_pa_color=ivoire-b715;125,23225;PAPPCD630;B715;;253.552635;standard;"POT CARRE DECO LISSE - 630 x H 735, Ivoire B715"
6238;PAPPCD630-630-x-h-735-jaune-moutarde-j713;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=630-x-h-735&attribute_pa_color=jaune-moutarde-j713;125,23225;PAPPCD630;J713;;253.552635;standard;"POT CARRE DECO LISSE - 630 x H 735, Jaune Moutarde J713"
6239;PAPPCD630-630-x-h-735-noir;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=630-x-h-735&attribute_pa_color=noir;125,23225;PAPPCD630;NOIR;;253.552635;standard;"POT CARRE DECO LISSE - 630 x H 735, Noir"
6240;PAPPCD630-630-x-h-735-orange-or548;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=630-x-h-735&attribute_pa_color=orange-or548;125,23225;PAPPCD630;OR548;;253.552635;standard;"POT CARRE DECO LISSE - 630 x H 735, Orange OR548"
6241;PAPPCD630-630-x-h-735-rouge-r701;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=630-x-h-735&attribute_pa_color=rouge-r701;125,23225;PAPPCD630;R701;;253.552635;standard;"POT CARRE DECO LISSE - 630 x H 735, Rouge R701"
6242;PAPPCD630-630-x-h-735-sable;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=630-x-h-735&attribute_pa_color=sable;125,23225;PAPPCD630;SABLE;;253.552635;standard;"POT CARRE DECO LISSE - 630 x H 735, Sable"
6243;PAPPCD630-630-x-h-735-taupe-g1519;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=630-x-h-735&attribute_pa_color=taupe-g1519;125,23225;PAPPCD630;G1519;;253.552635;standard;"POT CARRE DECO LISSE - 630 x H 735, Taupe G1519"
6244;PAPPCD630-630-x-h-735-terre-cuite;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=630-x-h-735&attribute_pa_color=terre-cuite;125,23225;PAPPCD630;TC;;253.552635;standard;"POT CARRE DECO LISSE - 630 x H 735, Terre cuite TC"
6245;PAPPCD630-630-x-h-735-terre-cuite-vieillie;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=630-x-h-735&attribute_pa_color=terre-cuite-vieillie;125,23225;PAPPCD630;TCV;;253.552635;standard;"POT CARRE DECO LISSE - 630 x H 735, Terre cuite vieillie TCV"
6246;PAPPCD630-630-x-h-735-vert-anis-v1318;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=630-x-h-735&attribute_pa_color=vert-anis-v1318;125,23225;PAPPCD630;V1318;;253.552635;standard;"POT CARRE DECO LISSE - 630 x H 735, Vert anis V1318"
6247;PAPPCD630-630-x-h-735-vert-olive-v712;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=630-x-h-735&attribute_pa_color=vert-olive-v712;125,23225;PAPPCD630;V712;;253.552635;standard;"POT CARRE DECO LISSE - 630 x H 735, Vert olive G712"
6248;PAPPCD630-630-x-h-735-vert-sapin-v414;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=630-x-h-735&attribute_pa_color=vert-sapin-v414;125,23225;PAPPCD630;V414;;253.552635;standard;"POT CARRE DECO LISSE - 630 x H 735, Vert sapin V414"
6249;PAPPCD830-840-x-h-966-aubergine-vl714;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=840-x-h-966&attribute_pa_color=aubergine-vl714;261,53985;PAPPCD830;VL714;;431.600211;standard;"POT CARRE DECO LISSE - 840 x H 966, Aubergine VL714"
6250;PAPPCD830-840-x-h-966-bleu-azur-bl314;https://www.jardinew.com/produit/amenagement-exterieur/poteries-decorations/pot-carre-deco-lisse/?attribute_pa_dimensions=840-x-h-966&attribute_pa_color=bleu-azur-bl314;261,53985;PAPPCD830;BL314;;431.600211;standard;"POT CARRE DECO LISSE - 840 x H 966, Bleu azur BL314"
