"ID","Type","UGS","Nom","Description courte","Description","Meta-description","mot clé","Panier+","ProduitSuggeres","Publié","En stock ?","Poids (kg)","Longueur (cm)","Largeur (cm)","Hauteur (cm)","Tarif régulier","Catégories","Étiquettes","Images","Parent","Nom de l’attribut 1","Valeur(s) de l’attribut 1","Attribut 1 visible","Attribut 1 global","Attribut 1 par défaut","Nom de l’attribut 2","Valeur(s) de l’attribut 2","attribut 2 visible","attribut 2 global","attribut 2 par défaut","Position","Classe de TVA","État de la TVA","Mis en avant ?","Visibilité dans le catalogue","Autoriser les commandes de produits en rupture ?","Vendre individuellement ?","Autoriser les avis clients ?","Montant de stock faible","Méta : _atum_attachments","Méta : _yoast_wpseo_content_score","Méta : _yoast_wpseo_estimated-reading-time-minutes","Méta : _in_stock_status","Méta : _only_s_left_in_stock_status","Méta : _can_be_backordered_status","Méta : _s_in_stock_status","Méta : _available_on_backorder_status","Méta : _out_of_stock_status","Méta : _children","Méta : attribute_pa_color","Méta : attribute_pa_dimensions","Méta : _sync_purchase_price","Méta : in_stock","Méta : available_on_backorder","Méta : out_of_stock","Méta : _yoast_wpseo_primary_product_cat","Stock","Button text"
"5989","simple","DSV347347","GAZON PRO RUSTIQUE PREMIUM SAC DE 10 KG","","","","","ICL42350125|ICL42220125|MIVGREENSTAR2058|ICL42410125|EVDEAOF225|EVDEAOF125|EVD5052|VIANPFTGR25|EVD5046|EVD5045|EVD5015|EVD3066D","ICLG110021|ICLG110018|ICL44EN10|ICL41EN10|DSV347404|DSV347238|DSV349496|DSV349485|DSV349479|DSV347347|DSV347406|DSV347349|DSV347224|DSV347192","1","yes","10","","","","40.48","Culture et plantation>Semences gazon,Culture et plantation","DSV","https://www.jardinew.com/wp-content/uploads/2023/05/GAZON-PRO-DSV.png","","","","","","","","","","","","","taux-reduit","taxable","0","visible","notify","0","1","2","","","","","","","","","","","","","","","","","","655",""
